Date,SPOT
2022-01-06,228.27000427246094
2022-01-07,223.5800018310547
2022-01-10,224.41000366210938
2022-01-11,234.97000122070312
2022-01-12,231.30999755859375
2022-01-13,226.4499969482422
2022-01-14,218.55999755859375
2022-01-18,210.8699951171875
2022-01-19,207.35000610351562
2022-01-20,208.66000366210938
2022-01-21,195.52999877929688
2022-01-24,193.55999755859375
2022-01-25,184.0399932861328
2022-01-26,174.7899932861328
2022-01-27,171.32000732421875
2022-01-28,172.97999572753906
2022-01-31,196.25999450683594
2022-02-01,203.6199951171875
2022-02-02,191.9199981689453
2022-02-03,159.75999450683594
2022-02-04,174.42999267578125
2022-02-07,171.50999450683594
2022-02-08,165.9199981689453
2022-02-09,175.49000549316406
2022-02-10,167.8300018310547
2022-02-11,161.92999267578125
2022-02-14,162.2100067138672
2022-02-15,168.05999755859375
2022-02-16,163.94000244140625
2022-02-17,159.22000122070312
2022-02-18,152.27000427246094
2022-02-22,149.3800048828125
2022-02-23,144.1699981689453
2022-02-24,149.2100067138672
2022-02-25,151.91000366210938
2022-02-28,156.19000244140625
2022-03-01,151.25
2022-03-02,149.47999572753906
2022-03-03,139.9199981689453
2022-03-04,135.1699981689453
2022-03-07,130.50999450683594
2022-03-08,131.67999267578125
2022-03-09,136.4199981689453
2022-03-10,132.6699981689453
2022-03-11,124.29000091552734
2022-03-14,119.47000122070312
2022-03-15,123.83999633789062
2022-03-16,133.5800018310547
2022-03-17,138.72999572753906
2022-03-18,144.77999877929688
2022-03-21,140.4199981689453
2022-03-22,147.47000122070312
2022-03-23,148.57000732421875
2022-03-24,149.25999450683594
2022-03-25,146.0399932861328
2022-03-28,150.1300048828125
2022-03-29,157.30999755859375
2022-03-30,156.16000366210938
2022-03-31,151.02000427246094
2022-04-01,153.6999969482422
2022-04-04,158.83999633789062
2022-04-05,148.91000366210938
2022-04-06,145.63999938964844
2022-04-07,141.38999938964844
2022-04-08,141.27999877929688
2022-04-11,139.61000061035156
2022-04-12,138.89999389648438
2022-04-13,141.33999633789062
2022-04-14,136.27000427246094
2022-04-18,134.42999267578125
2022-04-19,137.41000366210938
2022-04-20,122.48999786376953
2022-04-21,112.62000274658203
2022-04-22,110.20999908447266
2022-04-25,112.13999938964844
2022-04-26,110.41000366210938
2022-04-27,96.66999816894531
2022-04-28,102.68000030517578
2022-04-29,101.6500015258789
2022-05-02,108.86000061035156
2022-05-03,109.48999786376953
2022-05-04,112.55000305175781
2022-05-05,105.58999633789062
2022-05-06,104.68000030517578
2022-05-09,94.44000244140625
2022-05-10,99.16999816894531
2022-05-11,91.94000244140625
2022-05-12,97.08000183105469
2022-05-13,106.08999633789062
2022-05-16,101.05000305175781
2022-05-17,105.05999755859375
2022-05-18,104.4000015258789
2022-05-19,105.7699966430664
2022-05-20,107.2699966430664
2022-05-23,109.06999969482422
2022-05-24,103.5
2022-05-25,108.79000091552734
2022-05-26,108.62000274658203
2022-05-27,112.97000122070312
2022-05-31,112.7699966430664
2022-06-01,110.0
2022-06-02,116.5
2022-06-03,112.2300033569336
2022-06-06,111.04000091552734
2022-06-07,109.43000030517578
2022-06-08,116.02999877929688
2022-06-09,111.93000030517578
2022-06-10,102.2300033569336
2022-06-13,98.61000061035156
2022-06-14,98.05000305175781
2022-06-15,105.3499984741211
2022-06-16,97.8499984741211
2022-06-17,99.2699966430664
2022-06-21,101.4000015258789
2022-06-22,99.33000183105469
2022-06-23,102.19000244140625
2022-06-24,107.0
2022-06-27,106.2699966430664
2022-06-28,99.0
2022-06-29,97.95999908447266
2022-06-30,93.83000183105469
2022-07-01,97.5199966430664
2022-07-05,104.83000183105469
2022-07-06,102.87000274658203
2022-07-07,105.83000183105469
2022-07-08,104.23999786376953
2022-07-11,99.1500015258789
2022-07-12,99.58000183105469
2022-07-13,99.20999908447266
2022-07-14,96.31999969482422
2022-07-15,102.33000183105469
