Date,XLI
2001-01-29,30.799999237060547
2001-01-30,31.299999237060547
2001-01-31,31.3700008392334
2001-02-01,30.959999084472656
2001-02-02,30.860000610351562
2001-02-05,31.010000228881836
2001-02-06,31.15999984741211
2001-02-07,30.889999389648438
2001-02-08,30.850000381469727
2001-02-09,30.1200008392334
2001-02-12,30.469999313354492
2001-02-13,30.790000915527344
2001-02-14,30.469999313354492
2001-02-15,30.989999771118164
2001-02-16,30.079999923706055
2001-02-20,30.190000534057617
2001-02-21,29.81999969482422
2001-02-22,29.540000915527344
2001-02-23,29.5
2001-02-26,30.09000015258789
2001-02-27,30.020000457763672
2001-02-28,29.489999771118164
2001-03-01,29.280000686645508
2001-03-02,29.450000762939453
2001-03-05,29.81999969482422
2001-03-06,30.25
2001-03-07,30.610000610351562
2001-03-08,30.799999237060547
2001-03-09,30.149999618530273
2001-03-12,28.5
2001-03-13,28.540000915527344
2001-03-14,27.940000534057617
2001-03-15,27.809999465942383
2001-03-16,27.010000228881836
2001-03-19,27.549999237060547
2001-03-20,26.989999771118164
2001-03-21,26.290000915527344
2001-03-22,25.579999923706055
2001-03-23,26.09000015258789
2001-03-26,26.559999465942383
2001-03-27,26.989999771118164
2001-03-28,26.5
2001-03-29,26.5
2001-03-30,26.59000015258789
2001-04-02,26.399999618530273
2001-04-03,25.299999237060547
2001-04-04,25.420000076293945
2001-04-05,26.899999618530273
2001-04-06,26.360000610351562
2001-04-09,26.829999923706055
2001-04-10,27.6200008392334
2001-04-11,27.309999465942383
2001-04-12,27.850000381469727
2001-04-16,27.799999237060547
2001-04-17,28.149999618530273
2001-04-18,29.360000610351562
2001-04-19,29.459999084472656
2001-04-20,29.3799991607666
2001-04-23,28.93000030517578
2001-04-24,28.639999389648438
2001-04-25,29.309999465942383
2001-04-26,29.719999313354492
2001-04-27,29.940000534057617
2001-04-30,29.6299991607666
2001-05-01,29.899999618530273
2001-05-02,29.90999984741211
2001-05-03,29.469999313354492
2001-05-04,29.920000076293945
2001-05-07,30.030000686645508
2001-05-08,30.079999923706055
2001-05-09,29.90999984741211
2001-05-10,30.239999771118164
2001-05-11,30.09000015258789
2001-05-14,30.229999542236328
2001-05-15,30.350000381469727
2001-05-16,31.329999923706055
2001-05-17,31.850000381469727
2001-05-18,31.950000762939453
2001-05-21,32.2599983215332
2001-05-22,32.15999984741211
2001-05-23,31.670000076293945
2001-05-24,31.6299991607666
2001-05-25,31.15999984741211
2001-05-29,31.079999923706055
2001-05-30,30.450000762939453
2001-05-31,30.8700008392334
2001-06-01,30.780000686645508
2001-06-04,30.979999542236328
2001-06-05,31.309999465942383
2001-06-06,30.950000762939453
2001-06-07,31.09000015258789
2001-06-08,30.709999084472656
2001-06-11,30.18000030517578
2001-06-12,30.3799991607666
2001-06-13,30.270000457763672
2001-06-14,30.06999969482422
2001-06-15,29.850000381469727
2001-06-18,29.809999465942383
2001-06-19,29.5
2001-06-20,29.6299991607666
2001-06-21,29.760000228881836
2001-06-22,29.5
2001-06-25,29.110000610351562
2001-06-26,29.190000534057617
2001-06-27,29.1299991607666
2001-06-28,29.229999542236328
2001-06-29,28.899999618530273
2001-07-02,29.31999969482422
2001-07-03,29.5
2001-07-05,29.270000457763672
2001-07-06,28.729999542236328
2001-07-09,28.81999969482422
2001-07-10,28.3799991607666
2001-07-11,28.09000015258789
2001-07-12,28.770000457763672
2001-07-13,29.0
2001-07-16,28.510000228881836
2001-07-17,29.09000015258789
2001-07-18,29.18000030517578
2001-07-19,29.100000381469727
2001-07-20,29.25
2001-07-23,28.93000030517578
2001-07-24,28.15999984741211
2001-07-25,28.350000381469727
2001-07-26,28.6299991607666
2001-07-27,28.899999618530273
2001-07-30,28.84000015258789
2001-07-31,28.84000015258789
2001-08-01,29.0
2001-08-02,29.040000915527344
2001-08-03,29.18000030517578
2001-08-06,28.549999237060547
2001-08-07,28.760000228881836
2001-08-08,28.5
2001-08-09,28.510000228881836
2001-08-10,29.040000915527344
2001-08-13,28.770000457763672
2001-08-14,28.790000915527344
2001-08-15,28.729999542236328
2001-08-16,28.719999313354492
2001-08-17,28.3700008392334
2001-08-20,28.350000381469727
2001-08-21,28.309999465942383
2001-08-22,28.260000228881836
2001-08-23,28.350000381469727
2001-08-24,28.8700008392334
2001-08-27,28.860000610351562
2001-08-28,28.309999465942383
2001-08-29,28.1200008392334
2001-08-30,27.600000381469727
2001-08-31,27.850000381469727
2001-09-04,27.59000015258789
2001-09-05,27.65999984741211
2001-09-06,27.18000030517578
2001-09-07,26.5
2001-09-10,26.450000762939453
2001-09-17,24.0
2001-09-18,23.65999984741211
2001-09-19,23.06999969482422
2001-09-20,21.75
2001-09-21,21.68000030517578
2001-09-24,23.1299991607666
2001-09-25,23.280000686645508
2001-09-26,22.8700008392334
2001-09-27,23.1200008392334
2001-09-28,23.670000076293945
2001-10-01,23.459999084472656
2001-10-02,23.920000076293945
2001-10-03,24.5
2001-10-04,24.530000686645508
2001-10-05,24.510000228881836
2001-10-08,24.219999313354492
2001-10-09,24.1299991607666
2001-10-10,24.56999969482422
2001-10-11,25.299999237060547
2001-10-12,25.059999465942383
2001-10-15,25.229999542236328
2001-10-16,25.170000076293945
2001-10-17,24.579999923706055
2001-10-18,24.479999542236328
2001-10-19,24.34000015258789
2001-10-22,24.850000381469727
2001-10-23,24.719999313354492
2001-10-24,24.84000015258789
2001-10-25,25.229999542236328
2001-10-26,25.700000762939453
2001-10-29,24.75
2001-10-30,24.209999084472656
2001-10-31,24.09000015258789
2001-11-01,24.59000015258789
2001-11-02,24.969999313354492
2001-11-05,25.34000015258789
2001-11-06,25.700000762939453
2001-11-07,25.639999389648438
2001-11-08,25.90999984741211
2001-11-09,25.81999969482422
2001-11-12,25.520000457763672
2001-11-13,26.149999618530273
2001-11-14,26.280000686645508
2001-11-15,26.40999984741211
2001-11-16,26.6200008392334
2001-11-19,26.860000610351562
2001-11-20,26.5
2001-11-21,26.549999237060547
2001-11-23,26.8700008392334
2001-11-26,27.0
2001-11-27,26.81999969482422
2001-11-28,26.399999618530273
2001-11-29,26.549999237060547
2001-11-30,26.5
2001-12-03,26.270000457763672
2001-12-04,26.59000015258789
2001-12-05,27.15999984741211
2001-12-06,27.489999771118164
2001-12-07,27.190000534057617
2001-12-10,26.770000457763672
2001-12-11,26.649999618530273
2001-12-12,26.780000686645508
2001-12-13,26.59000015258789
2001-12-14,26.31999969482422
2001-12-17,26.719999313354492
2001-12-18,27.360000610351562
2001-12-19,27.6200008392334
2001-12-20,27.459999084472656
2001-12-21,27.770000457763672
2001-12-24,27.799999237060547
2001-12-26,27.899999618530273
2001-12-27,27.889999389648438
2001-12-28,28.049999237060547
2001-12-31,27.700000762939453
2002-01-02,27.700000762939453
2002-01-03,27.690000534057617
2002-01-04,27.700000762939453
2002-01-07,27.510000228881836
2002-01-08,27.43000030517578
2002-01-09,27.280000686645508
2002-01-10,27.0
2002-01-11,26.559999465942383
2002-01-14,26.260000228881836
2002-01-15,26.290000915527344
2002-01-16,25.399999618530273
2002-01-17,25.5
2002-01-18,25.68000030517578
2002-01-22,25.829999923706055
2002-01-23,25.700000762939453
2002-01-24,25.93000030517578
2002-01-25,26.290000915527344
2002-01-28,26.270000457763672
2002-01-29,25.270000457763672
2002-01-30,25.549999237060547
2002-01-31,25.950000762939453
2002-02-01,25.75
2002-02-04,24.610000610351562
2002-02-05,24.270000457763672
2002-02-06,24.450000762939453
2002-02-07,24.739999771118164
2002-02-08,24.889999389648438
2002-02-11,25.43000030517578
2002-02-12,25.209999084472656
2002-02-13,25.479999542236328
2002-02-14,25.56999969482422
2002-02-15,25.389999389648438
2002-02-19,25.31999969482422
2002-02-20,25.690000534057617
2002-02-21,25.59000015258789
2002-02-22,25.84000015258789
2002-02-25,26.520000457763672
2002-02-26,26.6200008392334
2002-02-27,26.940000534057617
2002-02-28,26.600000381469727
2002-03-01,27.219999313354492
2002-03-04,28.149999618530273
2002-03-05,27.799999237060547
2002-03-06,28.639999389648438
2002-03-07,28.299999237060547
2002-03-08,28.489999771118164
2002-03-11,28.549999237060547
2002-03-12,28.489999771118164
2002-03-13,28.100000381469727
2002-03-14,28.1299991607666
2002-03-15,28.06999969482422
2002-03-18,27.959999084472656
2002-03-19,28.260000228881836
2002-03-20,27.950000762939453
2002-03-21,27.389999389648438
2002-03-22,27.229999542236328
2002-03-25,26.799999237060547
2002-03-26,26.969999313354492
2002-03-27,27.149999618530273
2002-03-28,27.239999771118164
2002-04-01,27.229999542236328
2002-04-02,26.969999313354492
2002-04-03,26.600000381469727
2002-04-04,26.809999465942383
2002-04-05,26.93000030517578
2002-04-08,27.139999389648438
2002-04-09,27.1200008392334
2002-04-10,27.75
2002-04-11,26.860000610351562
2002-04-12,26.81999969482422
2002-04-15,26.540000915527344
2002-04-16,27.010000228881836
2002-04-17,26.81999969482422
2002-04-18,26.6200008392334
2002-04-19,26.469999313354492
2002-04-22,26.049999237060547
2002-04-23,26.0
2002-04-24,25.780000686645508
2002-04-25,25.469999313354492
2002-04-26,25.209999084472656
2002-04-29,24.65999984741211
2002-04-30,25.360000610351562
2002-05-01,25.440000534057617
2002-05-02,25.530000686645508
2002-05-03,25.540000915527344
2002-05-06,24.81999969482422
2002-05-07,24.84000015258789
2002-05-08,25.8700008392334
2002-05-09,25.43000030517578
2002-05-10,25.049999237060547
2002-05-13,25.209999084472656
2002-05-14,25.770000457763672
2002-05-15,25.8700008392334
2002-05-16,26.030000686645508
2002-05-17,26.260000228881836
2002-05-20,26.049999237060547
2002-05-21,25.649999618530273
2002-05-22,25.760000228881836
2002-05-23,26.239999771118164
2002-05-24,25.950000762939453
2002-05-28,25.65999984741211
2002-05-29,25.3700008392334
2002-05-30,25.260000228881836
2002-05-31,25.469999313354492
2002-06-03,24.510000228881836
2002-06-04,24.309999465942383
2002-06-05,24.719999313354492
2002-06-06,24.1299991607666
2002-06-07,24.1299991607666
2002-06-10,24.31999969482422
2002-06-11,24.030000686645508
2002-06-12,24.020000457763672
2002-06-13,23.959999084472656
2002-06-14,23.84000015258789
2002-06-17,24.510000228881836
2002-06-18,24.739999771118164
2002-06-19,24.549999237060547
2002-06-20,24.360000610351562
2002-06-21,23.690000534057617
2002-06-24,24.020000457763672
2002-06-25,23.510000228881836
2002-06-26,23.5
2002-06-27,23.8700008392334
2002-06-28,23.850000381469727
2002-07-01,23.31999969482422
2002-07-02,22.959999084472656
2002-07-03,22.989999771118164
2002-07-05,23.940000534057617
2002-07-08,23.540000915527344
2002-07-09,22.950000762939453
2002-07-10,22.389999389648438
2002-07-11,22.420000076293945
2002-07-12,22.350000381469727
2002-07-15,22.18000030517578
2002-07-16,21.719999313354492
2002-07-17,21.979999542236328
2002-07-18,21.34000015258789
2002-07-19,20.68000030517578
2002-07-22,20.020000457763672
2002-07-23,19.56999969482422
2002-07-24,20.6200008392334
2002-07-25,20.639999389648438
2002-07-26,20.969999313354492
2002-07-29,22.280000686645508
2002-07-30,22.540000915527344
2002-07-31,22.5
2002-08-01,22.0
2002-08-02,21.200000762939453
2002-08-05,20.5
2002-08-06,21.200000762939453
2002-08-07,21.729999542236328
2002-08-08,22.360000610351562
2002-08-09,22.530000686645508
2002-08-12,22.270000457763672
2002-08-13,21.75
2002-08-14,22.219999313354492
2002-08-15,22.399999618530273
2002-08-16,22.3799991607666
2002-08-19,22.90999984741211
2002-08-20,22.799999237060547
2002-08-21,22.8700008392334
2002-08-22,23.200000762939453
2002-08-23,22.65999984741211
2002-08-26,22.940000534057617
2002-08-27,22.739999771118164
2002-08-28,22.299999237060547
2002-08-29,22.1299991607666
2002-08-30,22.149999618530273
2002-09-03,21.3799991607666
2002-09-04,21.59000015258789
2002-09-05,21.209999084472656
2002-09-06,21.479999542236328
2002-09-09,21.65999984741211
2002-09-10,21.899999618530273
2002-09-11,21.899999618530273
2002-09-12,21.600000381469727
2002-09-13,21.079999923706055
2002-09-16,21.290000915527344
2002-09-17,20.850000381469727
2002-09-18,20.81999969482422
2002-09-19,20.40999984741211
2002-09-20,20.40999984741211
2002-09-23,20.149999618530273
2002-09-24,19.719999313354492
2002-09-25,20.100000381469727
2002-09-26,20.489999771118164
2002-09-27,19.709999084472656
2002-09-30,19.520000457763672
2002-10-01,20.3700008392334
2002-10-02,19.670000076293945
2002-10-03,19.510000228881836
2002-10-04,19.0
2002-10-07,18.489999771118164
2002-10-08,18.6299991607666
2002-10-09,18.0
2002-10-10,18.6200008392334
2002-10-11,19.479999542236328
2002-10-14,19.3700008392334
2002-10-15,20.309999465942383
2002-10-16,19.809999465942383
2002-10-17,20.43000030517578
2002-10-18,20.399999618530273
2002-10-21,21.020000457763672
2002-10-22,20.729999542236328
2002-10-23,20.940000534057617
2002-10-24,20.5
2002-10-25,20.760000228881836
2002-10-28,20.469999313354492
2002-10-29,20.299999237060547
2002-10-30,20.31999969482422
2002-10-31,20.479999542236328
2002-11-01,20.75
2002-11-04,20.770000457763672
2002-11-05,20.969999313354492
2002-11-06,21.360000610351562
2002-11-07,20.899999618530273
2002-11-08,20.59000015258789
2002-11-11,20.200000762939453
2002-11-12,20.209999084472656
2002-11-13,20.170000076293945
2002-11-14,20.450000762939453
2002-11-15,20.450000762939453
2002-11-18,20.299999237060547
2002-11-19,20.329999923706055
2002-11-20,20.6299991607666
2002-11-21,21.479999542236328
2002-11-22,21.3799991607666
2002-11-25,21.34000015258789
2002-11-26,21.040000915527344
2002-11-27,21.600000381469727
2002-11-29,21.549999237060547
2002-12-02,21.690000534057617
2002-12-03,21.329999923706055
2002-12-04,21.260000228881836
2002-12-05,21.040000915527344
2002-12-06,21.030000686645508
2002-12-09,20.700000762939453
2002-12-10,20.8700008392334
2002-12-11,20.979999542236328
2002-12-12,20.899999618530273
2002-12-13,20.540000915527344
2002-12-16,21.049999237060547
2002-12-17,20.790000915527344
2002-12-18,20.760000228881836
2002-12-19,20.610000610351562
2002-12-20,20.81999969482422
2002-12-23,20.719999313354492
2002-12-24,20.6200008392334
2002-12-26,20.690000534057617
2002-12-27,20.290000915527344
2002-12-30,20.399999618530273
2002-12-31,20.59000015258789
2003-01-02,21.1200008392334
2003-01-03,21.190000534057617
2003-01-06,21.3799991607666
2003-01-07,21.260000228881836
2003-01-08,21.0
2003-01-09,21.270000457763672
2003-01-10,21.229999542236328
2003-01-13,21.190000534057617
2003-01-14,21.229999542236328
2003-01-15,20.93000030517578
2003-01-16,20.809999465942383
2003-01-17,20.65999984741211
2003-01-21,20.149999618530273
2003-01-22,19.770000457763672
2003-01-23,20.1299991607666
2003-01-24,19.510000228881836
2003-01-27,19.360000610351562
2003-01-28,19.479999542236328
2003-01-29,19.5
2003-01-30,19.15999984741211
2003-01-31,19.479999542236328
2003-02-03,19.649999618530273
2003-02-04,19.479999542236328
2003-02-05,19.5
2003-02-06,19.34000015258789
2003-02-07,19.149999618530273
2003-02-10,19.170000076293945
2003-02-11,18.969999313354492
2003-02-12,18.809999465942383
2003-02-13,18.56999969482422
2003-02-14,19.0
2003-02-18,19.209999084472656
2003-02-19,19.299999237060547
2003-02-20,19.200000762939453
2003-02-21,19.5
2003-02-24,18.850000381469727
2003-02-25,19.149999618530273
2003-02-26,19.0
2003-02-27,19.1299991607666
2003-02-28,19.18000030517578
2003-03-03,19.100000381469727
2003-03-04,18.75
2003-03-05,18.899999618530273
2003-03-06,18.760000228881836
