Date,XLF
2006-04-25,26.750608444213867
2006-04-26,26.90495491027832
2006-04-27,27.327375411987305
2006-04-28,27.587326049804688
2006-05-01,27.156782150268555
2006-05-02,27.327375411987305
2006-05-03,27.30300521850586
2006-05-04,27.35987091064453
2006-05-05,27.749797821044922
2006-05-08,27.63606834411621
2006-05-09,27.6848087310791
2006-05-10,27.7010555267334
2006-05-11,27.24614143371582
2006-05-12,26.969942092895508
2006-05-15,27.156782150268555
2006-05-16,27.12428855895996
2006-05-17,26.580015182495117
2006-05-18,26.34443473815918
2006-05-19,26.482534408569336
2006-05-22,26.41754722595215
2006-05-23,26.28757095336914
2006-05-24,26.303817749023438
2006-05-25,26.539398193359375
2006-05-26,26.75873374938965
2006-05-30,26.360681533813477
2006-05-31,26.547521591186523
2006-06-01,26.85621452331543
2006-06-02,27.010560989379883
2006-06-05,26.5718936920166
2006-06-06,26.50690460205078
2006-06-07,26.596263885498047
2006-06-08,26.645004272460938
2006-06-09,26.555646896362305
2006-06-12,26.263200759887695
2006-06-13,25.751422882080078
2006-06-14,25.597076416015625
2006-06-15,26.16571807861328
2006-06-16,25.84890365600586
2006-06-19,25.67018699645996
2006-06-20,25.743297576904297
2006-06-21,25.954509735107422
2006-06-22,25.857027053833008
2006-06-23,25.686433792114258
2006-06-26,25.913890838623047
2006-06-27,25.662063598632812
2006-06-28,25.800161361694336
2006-06-29,26.34443473815918
2006-06-30,26.271324157714844
2006-07-03,26.580015182495117
2006-07-05,26.328187942504883
2006-07-06,26.409423828125
2006-07-07,26.279447555541992
2006-07-10,26.45816421508789
2006-07-11,26.46628761291504
2006-07-12,26.206335067749023
2006-07-13,25.79203987121582
2006-07-14,25.686433792114258
2006-07-17,25.73517417907715
2006-07-18,25.79203987121582
2006-07-19,26.474411010742188
2006-07-20,26.368806838989258
2006-07-21,26.222583770751953
2006-07-24,26.56376838684082
2006-07-25,26.62875747680664
2006-07-26,26.596263885498047
2006-07-27,26.441917419433594
2006-07-28,26.91307830810547
2006-07-31,26.872461318969727
2006-08-01,26.791227340698242
2006-08-02,26.839967727661133
2006-08-03,26.95369529724121
2006-08-04,27.010560989379883
2006-08-07,26.95369529724121
2006-08-08,26.75873374938965
