Date,COST
1999-01-06,37.8125
1999-01-07,37.5625
1999-01-08,36.84375
1999-01-11,36.25
1999-01-12,36.15625
1999-01-13,36.5
1999-01-14,36.21875
1999-01-15,37.15625
1999-01-19,37.4375
1999-01-20,37.125
1999-01-21,36.0625
1999-01-22,35.8125
1999-01-25,35.625
1999-01-26,36.84375
1999-01-27,38.53125
1999-01-28,40.75
1999-01-29,41.4375
1999-02-01,39.734375
1999-02-02,38.78125
1999-02-03,39.40625
1999-02-04,38.625
1999-02-05,38.46875
1999-02-08,38.5625
1999-02-09,36.90625
1999-02-10,38.40625
1999-02-11,40.5625
1999-02-12,39.125
1999-02-16,40.96875
1999-02-17,40.78125
1999-02-18,41.90625
1999-02-19,40.8125
1999-02-22,41.0
1999-02-23,42.125
1999-02-24,41.625
1999-02-25,40.5625
1999-02-26,40.15625
1999-03-01,42.1875
1999-03-02,41.15625
1999-03-03,41.8125
1999-03-04,43.375
1999-03-05,45.28125
1999-03-08,45.125
1999-03-09,45.25
1999-03-10,45.3125
1999-03-11,45.25
1999-03-12,44.28125
1999-03-15,45.5625
1999-03-16,44.8125
1999-03-17,45.28125
1999-03-18,45.59375
1999-03-19,43.96875
1999-03-22,44.5
1999-03-23,44.21875
1999-03-24,44.0
1999-03-25,45.28125
1999-03-26,45.5
1999-03-29,45.90625
1999-03-30,45.0
1999-03-31,45.78125
1999-04-01,44.96875
1999-04-05,45.125
1999-04-06,46.25
1999-04-07,45.4375
1999-04-08,44.65625
1999-04-09,44.9375
1999-04-12,44.90625
1999-04-13,44.40625
1999-04-14,43.0
1999-04-15,41.625
1999-04-16,40.84375
1999-04-19,39.0
1999-04-20,41.125
1999-04-21,42.0625
1999-04-22,43.46875
1999-04-23,43.5625
1999-04-26,44.5
1999-04-27,43.875
1999-04-28,42.78125
1999-04-29,40.5625
1999-04-30,40.46875
1999-05-03,42.125
1999-05-04,41.25
1999-05-05,40.9375
1999-05-06,39.59375
1999-05-07,39.46875
1999-05-10,40.5
1999-05-11,41.1875
1999-05-12,40.65625
1999-05-13,41.65625
1999-05-14,40.5625
1999-05-17,39.5
1999-05-18,38.78125
1999-05-19,38.375
1999-05-20,38.25
1999-05-21,37.5
1999-05-24,38.875
1999-05-25,37.03125
1999-05-26,36.75
1999-05-27,35.5625
1999-05-28,36.25
1999-06-01,36.34375
1999-06-02,37.21875
1999-06-03,36.6875
1999-06-04,38.4375
1999-06-07,38.1875
1999-06-08,37.6875
1999-06-09,37.4375
1999-06-10,36.96875
1999-06-11,36.25
1999-06-14,35.875
1999-06-15,35.71875
1999-06-16,38.234375
1999-06-17,37.9375
1999-06-18,37.15625
1999-06-21,38.53125
1999-06-22,37.875
1999-06-23,37.0625
1999-06-24,36.375
1999-06-25,36.65625
1999-06-28,38.28125
1999-06-29,39.5625
1999-06-30,40.03125
1999-07-01,40.8125
1999-07-02,40.90625
1999-07-06,40.6875
1999-07-07,41.21875
1999-07-08,43.28125
1999-07-09,42.96875
1999-07-12,42.28125
1999-07-13,41.9375
1999-07-14,42.03125
1999-07-15,42.0
1999-07-16,42.8125
1999-07-19,42.9375
1999-07-20,41.09375
1999-07-21,40.0
1999-07-22,38.96875
1999-07-23,38.53125
1999-07-26,38.5
1999-07-27,38.53125
1999-07-28,38.4375
1999-07-29,37.21875
1999-07-30,37.375
1999-08-02,36.84375
1999-08-03,36.8125
1999-08-04,36.546875
1999-08-05,36.875
1999-08-06,35.875
1999-08-09,35.84375
1999-08-10,36.0625
1999-08-11,37.625
1999-08-12,37.5
1999-08-13,37.40625
1999-08-16,37.84375
1999-08-17,39.5
1999-08-18,39.34375
1999-08-19,38.40625
1999-08-20,39.25
1999-08-23,40.03125
1999-08-24,40.71875
1999-08-25,39.25
1999-08-26,39.25
1999-08-27,38.53125
1999-08-30,38.03125
1999-08-31,37.375
1999-09-01,36.90625
1999-09-02,36.0625
1999-09-03,37.03125
1999-09-07,36.3125
1999-09-08,35.96875
1999-09-09,35.78125
1999-09-10,34.9375
1999-09-13,34.40625
1999-09-14,33.78125
1999-09-15,33.53125
1999-09-16,33.34375
1999-09-17,33.75
1999-09-20,33.0625
1999-09-21,33.375
1999-09-22,34.21875
1999-09-23,35.15625
1999-09-24,36.15625
1999-09-27,36.21875
1999-09-28,36.21875
1999-09-29,35.1875
1999-09-30,36.0
1999-10-01,36.5
1999-10-04,38.625
1999-10-05,39.65625
1999-10-06,39.375
1999-10-07,39.0625
1999-10-08,41.296875
1999-10-11,41.96875
1999-10-12,40.375
1999-10-13,38.59375
1999-10-14,39.46875
1999-10-15,37.25
1999-10-18,36.96875
1999-10-19,37.15625
1999-10-20,37.9375
1999-10-21,36.75
1999-10-22,37.28125
1999-10-25,37.0
1999-10-26,36.0
1999-10-27,36.0
1999-10-28,39.15625
1999-10-29,40.15625
1999-11-01,39.28125
1999-11-02,40.28125
1999-11-03,40.65625
1999-11-04,40.6875
1999-11-05,42.75
1999-11-08,43.25
1999-11-09,42.625
1999-11-10,42.59375
1999-11-11,44.75
1999-11-12,44.4375
1999-11-15,43.625
1999-11-16,43.53125
1999-11-17,43.03125
1999-11-18,43.0
1999-11-19,42.6875
1999-11-22,41.40625
1999-11-23,42.84375
1999-11-24,43.5625
1999-11-26,44.25
1999-11-29,46.15625
1999-11-30,45.84375
1999-12-01,47.71875
1999-12-02,47.8125
1999-12-03,49.34375
1999-12-06,49.0
1999-12-07,47.75
1999-12-08,46.09375
1999-12-09,45.96875
1999-12-10,45.875
1999-12-13,46.96875
1999-12-14,45.71875
1999-12-15,45.65625
1999-12-16,45.0
1999-12-17,45.28125
1999-12-20,44.15625
1999-12-21,43.5625
1999-12-22,43.75
1999-12-23,44.5625
1999-12-27,44.75
1999-12-28,45.625
1999-12-29,45.4375
1999-12-30,45.65625
1999-12-31,45.625
2000-01-03,44.5
2000-01-04,42.0625
2000-01-05,42.78125
2000-01-06,43.640625
2000-01-07,46.53125
2000-01-10,47.5
2000-01-11,45.8125
2000-01-12,45.75
2000-01-13,47.46875
2000-01-14,49.0625
2000-01-18,51.25
2000-01-19,51.875
2000-01-20,50.0
2000-01-21,48.5
2000-01-24,47.0
2000-01-25,49.6875
2000-01-26,50.4375
2000-01-27,48.9375
2000-01-28,46.0
2000-01-31,48.9375
2000-02-01,51.875
2000-02-02,53.9375
2000-02-03,54.1875
2000-02-04,53.0
2000-02-07,51.25
2000-02-08,53.0625
2000-02-09,52.875
2000-02-10,52.125
2000-02-11,51.6875
2000-02-14,50.75
2000-02-15,49.375
2000-02-16,47.75
2000-02-17,44.0
2000-02-18,44.9375
2000-02-22,44.0
2000-02-23,44.5625
2000-02-24,44.375
2000-02-25,47.5625
2000-02-28,48.9375
2000-02-29,49.625
2000-03-01,46.5
2000-03-02,49.625
2000-03-03,49.9375
2000-03-06,50.125
2000-03-07,45.375
2000-03-08,45.625
2000-03-09,44.5625
2000-03-10,44.125
2000-03-13,43.0
2000-03-14,43.3125
2000-03-15,49.8125
2000-03-16,55.953125
2000-03-17,53.9375
2000-03-20,52.3125
2000-03-21,52.1875
2000-03-22,52.875
2000-03-23,53.625
2000-03-24,53.875
2000-03-27,53.4375
2000-03-28,51.125
2000-03-29,50.5
2000-03-30,50.25
2000-03-31,52.5625
2000-04-03,52.5
2000-04-04,54.0625
2000-04-05,53.5
2000-04-06,51.875
2000-04-07,52.8125
2000-04-10,54.25
2000-04-11,57.4375
2000-04-12,55.0625
2000-04-13,54.625
2000-04-14,50.875
2000-04-17,49.125
2000-04-18,50.9375
2000-04-19,52.25
2000-04-20,54.8125
2000-04-24,56.0
2000-04-25,57.0
2000-04-26,54.9375
2000-04-27,56.0625
2000-04-28,54.0625
2000-05-01,58.4375
2000-05-02,54.75
2000-05-03,52.1875
2000-05-04,48.9375
2000-05-05,48.8125
2000-05-08,47.4375
2000-05-09,49.1875
2000-05-10,48.9375
2000-05-11,49.8125
2000-05-12,47.8125
2000-05-15,48.9375
2000-05-16,51.3125
2000-05-17,47.734375
2000-05-18,46.75
2000-05-19,45.0
2000-05-22,43.125
2000-05-23,40.625
2000-05-24,31.875
2000-05-25,30.0
2000-05-26,30.875
2000-05-30,32.5
2000-05-31,31.9375
2000-06-01,32.375
2000-06-02,34.25
2000-06-05,33.25
2000-06-06,31.75
2000-06-07,32.75
2000-06-08,32.0625
2000-06-09,32.3125
2000-06-12,31.4375
2000-06-13,32.125
2000-06-14,32.5625
2000-06-15,33.1875
2000-06-16,32.5
2000-06-19,32.0
2000-06-20,31.625
2000-06-21,32.375
2000-06-22,32.0
2000-06-23,32.0
2000-06-26,31.875
2000-06-27,33.0
2000-06-28,32.3125
2000-06-29,32.0625
2000-06-30,33.0
2000-07-03,34.1875
2000-07-05,33.25
2000-07-06,32.875
2000-07-07,34.5625
2000-07-10,37.0625
2000-07-11,35.5625
2000-07-12,36.5625
2000-07-13,36.5
2000-07-14,36.0
2000-07-17,35.5
2000-07-18,33.875
2000-07-19,32.9375
2000-07-20,32.9375
2000-07-21,32.25
2000-07-24,31.6875
2000-07-25,31.6875
2000-07-26,31.3125
2000-07-27,31.9375
2000-07-28,32.25
2000-07-31,32.5625
2000-08-01,32.5
2000-08-02,33.5625
2000-08-03,34.5625
2000-08-04,35.5
2000-08-07,36.6875
2000-08-08,37.5625
2000-08-09,36.1875
2000-08-10,34.375
2000-08-11,34.9375
2000-08-14,35.75
2000-08-15,34.75
2000-08-16,33.0625
2000-08-17,33.0
2000-08-18,33.4375
2000-08-21,32.75
2000-08-22,32.9375
2000-08-23,32.25
2000-08-24,32.375
2000-08-25,32.9375
2000-08-28,33.0625
2000-08-29,34.75
2000-08-30,35.625
2000-08-31,34.4375
2000-09-01,35.3125
2000-09-05,36.1875
2000-09-06,36.5625
2000-09-07,36.5
2000-09-08,37.6875
2000-09-11,37.625
2000-09-12,37.640625
2000-09-13,38.375
2000-09-14,37.1875
